business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Pizza Stop,"Love the food, best all around",Valid,"The review expresses a genuine positive experience about the food at a pizza restaurant, with a 5-star rating that matches the positive sentiment. The text is relevant to the business category and describes an actual dining experience.",,,,Pizza Stop,,"['Pizza restaurant', 'Delivery Restaurant']"
JCPenney,Great place to shop,Valid,"The review expresses a positive shopping experience at JCPenney, which is directly relevant to the department store's purpose. The 5-star rating is consistent with the positive sentiment expressed in 'Great place to shop'.",,,,JCPenney,"Chain department store selling a wide selection of brand-name clothing, footwear, furniture & more.","['Department store', 'Clothing store', 'Furniture store', 'Jewelry store', 'Shoe store']"
Feast BBQ,"Service was awesome, food was great. Everyone was masked properly also.
The only complaint was that the brisket I got and the brisket my dad got was super different. His was tough and dry, but mine was soft and very flavorful. Everything else was great.",Valid,"The review describes a genuine dining experience at the BBQ restaurant, mentioning specific details about service, food quality (brisket), and safety protocols. The 4-star rating is consistent with the mostly positive feedback despite one complaint about inconsistent brisket quality.",,,,Feast BBQ,"BBQ plates, sandwiches & tacos served with Southern-leaning sides, desserts & cocktails.","['Barbecue restaurant', 'Southern restaurant (US)']"
Subway,Fast friendly and tasty. Easy to get in and out.,Valid,"The review describes a genuine dining experience at Subway, mentioning relevant aspects like speed of service ('Fast'), staff quality ('friendly'), food quality ('tasty'), and convenience ('Easy to get in and out'). The 4-star rating aligns with the positive experience described, and the content is directly relevant to a fast food sandwich shop.",,,,Subway,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",['Sandwich shop']
Illusions Hair & Nail Spec,I've been going here for 12 years.  Everyone is great.,Valid,"The review describes a genuine long-term experience at the nail salon with positive feedback about the staff, and the 5-star rating is consistent with the positive text.",,,,Illusions Hair & Nail Spec,,['Nail salon']
Sonic Drive-In,Order all wrong. Both times,Valid,"The review describes a genuine experience with the restaurant's service quality, mentioning incorrect orders across multiple visits. The 2-star rating is consistent with the negative experience described, and the content is directly relevant to the fast-food restaurant's service.",,,,Sonic Drive-In,"Fast-food burger & fries joint with an old-school feel, including retro drive-in service.","['Fast food restaurant', 'Chicken restaurant', 'Hamburger restaurant', 'Ice cream shop', 'Restaurant']"
Patti's 1880's Settlement,"Pork chop was delicious and tender. Fried apples are packed with warm spices. Chips are home made and crisp. Coconut cake is moist with a rich buttery flavor.  While I wasn't a fan of the strawberry butter (it's more acidic, brightly flavored than an apple butter) I would recommend everything else I had.",Valid,"The review describes a genuine dining experience with specific details about the food items (pork chop, fried apples, chips, coconut cake, strawberry butter) that align with the restaurant's description as a place serving classic American eats and pork chops. The 5-star rating is consistent with the overall positive feedback despite one minor criticism.",,,,Patti's 1880's Settlement,"Homey staple for classic American eats, such as its famed 2-inch pork chops, plus pies for dessert.","['Fine dining restaurant', 'Restaurant']"
El Mariachi Mexican Restaurant & Cantina,Fantastic service. Excellent food.,Valid,"The review provides a genuine evaluation of the restaurant experience, praising both service and food quality. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to a Mexican restaurant.",,,,El Mariachi Mexican Restaurant & Cantina,"Mexican diner with a pillared entrance serving fajitas, quesadillas, enchiladas & margaritas.",['Mexican restaurant']
Wendy's,It's a wendy's,Valid,"The review is brief but directly acknowledges the business by name ('It's a wendy's'), demonstrating the reviewer has knowledge of or experience with this specific Wendy's location. The 5-star rating indicates satisfaction, and the content is relevant to the fast-food restaurant.",,,,Wendy's,Fast-food burger chain serving sides such as chili & baked potatoes.,"['Fast food restaurant', 'Hamburger restaurant', 'Restaurant']"
Johnson Animal Clinic,Great service,Valid,"The review provides a positive assessment of the service quality at an animal clinic, which is directly relevant to the veterinary business. The 5-star rating is consistent with the positive comment 'Great service'.",,,,Johnson Animal Clinic,,"['Veterinarian', 'Animal hospital']"
Daugherty's Body Shop & Service,They do the best job for the best price the nicest people in town to work with do recommend to come here to get your car repaired or service love them,Valid,"The review describes a genuine experience with an auto body shop, praising their work quality, pricing, and customer service. The content is directly relevant to the business category and includes specific details about car repair services, consistent with the 5-star rating.",,,,Daugherty's Body Shop & Service,,"['Auto body shop', 'Auto repair shop']"
Applebee's Grill + Bar,Great food best one yet,Valid,"The review describes a genuine dining experience at Applebee's, praising the food quality. The 5-star rating is consistent with the positive text, and the content is relevant to the restaurant's business category and description.",,,,Applebee's Grill + Bar,Full-service chain bar & grill providing hearty American eats in an informal setting.,"['Restaurant', 'American restaurant', 'Bar & grill', 'Diner', 'Family restaurant', 'Hamburger restaurant', 'Steak house', 'Traditional American restaurant']"
Pasquale's Restaurant,Very good place to eat!,Valid,"The review provides a genuine positive assessment of the dining experience at an Italian/Pizza restaurant, with a 5-star rating that matches the positive sentiment expressed in the text.",,,,Pasquale's Restaurant,,"['Italian restaurant', 'Pizza restaurant']"
Oasis Pizza Station,Loved it !!!,Valid,"The review expresses genuine positive sentiment about the pizza restaurant with 'Loved it !!!' and the 5-star rating is consistent with the enthusiastic feedback. While brief, the comment is relevant to the pizza restaurant category.",,,,Oasis Pizza Station,,"['Pizza restaurant', 'Delivery Restaurant']"
