business_name,text,predicted_label,prediction_reason,name,description,category
Main Street Grind,Breakfast wraps are amazing,Valid,"The review describes a genuine experience with breakfast wraps at a coffee shop, and the 5-star rating is consistent with the positive feedback about the food.",Main Street Grind,,['Coffee shop']
Toi's Thai,"I want to say initially I was so excited to try this place! However I'm sad to say this place had horrible service : (. When we arrived no one greeted us and the waiter looked annoyed we were there. The table that was suppose be ours was not cleaned yet and the waiter told us to come back in ten minutes. We left and then came back and the waiter looked again annoyed we were back and told us we could sit at the dirty table with plates and cups on it. We sat down, waited 5 mins and he never came back so we left. I honestly feel like part of it was we are young-ish crowd. I don't know but I felt very disrespected and will not be back.",Valid,"The review describes a genuine dining experience at the Thai restaurant, detailing specific interactions with staff, seating issues, and service problems. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the restaurant's service quality.",Toi's Thai,A menu featuring an array of classic Thai dishes & prix fixe dinner options in an easygoing setting.,"['Thai restaurant', 'Restaurant']"
The UPS Store,"Daughter shipped some Christmas gifts via UPS to be delivered to the UPS Store on Broadway since I would probably not be home if delivered to my house. I got concerned after several days of not hearing anything about the shipment, so got the tracking number and tracked it down. Found out it had been delivered to the store four days earlier. Went to pick it up the next day, got charged a 'delivery fee' plus a dollar a day that the store had the packages, total twenty dollars. They never tried to notify me when the shipment arrived, so could have cost me much more had I not become concerned. First and last time dealing with this store, and I'll stick to FedEx next time.",Valid,"The review describes a genuine experience with UPS Store's shipping and package holding services. The customer details their specific interaction with the store's delivery notification process and fee structure, which directly relates to the business's shipping and mailing services. The 1-star rating is consistent with the negative experience described.",The UPS Store,"Store offering shipping, packaging, printing & other services, plus office supplies.","['Shipping and mailing service', 'Business center', 'Freight forwarding service', 'Mailbox rental service', 'Notary public', 'Office supply store', 'Packaging supply store', 'Print shop', 'Shredding service']"
Popeyes,Shrimp and sides were great. Chicken not cooked.,Valid,"The review describes a genuine dining experience at Popeyes, mentioning specific food items (shrimp, sides, chicken) that are relevant to this chicken/seafood restaurant. The mixed feedback (positive about shrimp and sides, negative about chicken preparation) with a 3-star rating is consistent and provides useful information for other customers.",Popeyes,"Louisiana-accented fast-food chain known for its spicy fried chicken, biscuits & sides.","['Chicken restaurant', 'Cajun restaurant', 'Fast food restaurant', 'Restaurant', 'Seafood restaurant']"
Snappy's,"Have good selection, friendly and very helpful.  I was looking for a Leatherman pocket tool.  The saleslady showed me the various models available for home improvement use and explained the features and benefits of each.  I went with the Wave model based on that.",Valid,"The review describes a genuine shopping experience at Snappy's, mentioning specific details about looking for a Leatherman pocket tool, receiving helpful service from a saleslady, and making a purchase decision. The content is relevant to the business categories (sporting goods store, gift shop) and the 5-star rating aligns with the positive experience described.",Snappy's,,"['Sporting goods store', ""Children's clothing store"", 'Clothing store', 'Fishing store', 'Gift shop', 'Gun shop', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]"
Steffanos Pizza & Sub Shoppe,"I've been eating there for more than 20 years and it hasn't really changed...and that's a good thing. Great subs, and great service. My go to order: 1/4 sub, 2 meat (roast beef and Canadian bacon), lettuce, tomato, provolone cheese, and special sauce.",Valid,"The review describes a genuine long-term dining experience at the pizza and sub shop, with specific details about food quality, service, and a personal order. The 5-star rating is consistent with the positive experience described, and the content is directly relevant to the business category and offerings.",Steffanos Pizza & Sub Shoppe,,"['Pizza restaurant', 'Sandwich shop']"
First Peoples Buffalo Jump State Park,Very dull.  A bit off the beaten path.  Nice from the buffalo jump.,Valid,"The review provides a genuine experience visiting the state park, mentioning specific aspects like the location being 'off the beaten path' and the view from 'the buffalo jump,' which directly relates to the archaeological site's buffalo jump feature. The 2-star rating is consistent with the mixed feedback in the text.",First Peoples Buffalo Jump State Park,Archaeological site at a bison cliff jump & a visitor center with buffalo culture exhibits & a shop.,"['State park', 'Park', 'Tourist attraction']"
Hub Family Entertainment Center,Fun place. Just way over priced.,Valid,"The review provides a genuine assessment of the entertainment center, commenting on both positive aspects ('Fun place') and negative aspects ('way over priced'). Despite the mixed sentiment not perfectly matching the 5-star rating, the content is clearly relevant to the business category (recreation center with various entertainment activities) and represents a real visitor experience.",Hub Family Entertainment Center,,"['Recreation center', 'American restaurant', 'Go-kart track', 'Laser tag center', 'Pizza restaurant', 'Pizza Takeout', 'Video arcade']"
Verizon,"I had Verizon for years. I set up automatic payments and didn’t think about it. One day I checked my bill and saw that it was really expensive, and had been for a long time. They had activated an international plan without any input from me. This had been going on for well over a year. They offered me a $300 credit to stay, but I will never do business with them ever again.",Valid,"The review describes a genuine customer experience with Verizon's billing and services. The reviewer shares specific details about automatic payments, unauthorized international plan activation, and the company's response with a $300 credit offer. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to Verizon as a telecommunications/telephone company.",Verizon,"Telecommunications company offering cell phones, wireless plans, accessories & more.","['Cell phone store', 'Telephone company']"
Tractor Supply Co.,Nice friendly helpful,Valid,"The review describes a positive experience with helpful and friendly service at the store, which is relevant to the business. The 5-star rating aligns with the positive sentiment expressed in the text.",Tractor Supply Co.,"Chain with a wide variety of agricultural & livestock supplies, plus tools, workwear & boots.","['Home improvement store', 'Garden center', 'Hardware store', 'Pet supply store', 'Propane supplier']"
